,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,,BCFG,BR,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
90,1.0,2007-06-15,91.0,63.0,77.0,9.0,56.0,64.0,0.0,12.0,0416,1928, ,0.0,0.0,29.28,29.99,4.1,6.0,4.9,2007,6,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2.0,2007-06-15,89.0,67.0,78.0,,56.0,65.0,0.0,13.0,-,-, ,,0.0,29.34,29.97,3.8,9.0,4.1,2007,6,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1.0,2007-06-16,93.0,66.0,80.0,11.0,60.0,67.0,0.0,15.0,0416,1929,RA HZ,0.0,0.1,29.26,29.97,4.8,28.0,5.8,2007,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2.0,2007-06-16,92.0,68.0,80.0,,61.0,68.0,0.0,15.0,-,-,HZ,,0.1,29.33,29.96,2.1,22.0,6.1,2007,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1.0,2007-06-17,91.0,70.0,81.0,12.0,64.0,70.0,0.0,16.0,0416,1929,HZ,0.0,0.0,29.23,29.95,2.8,11.0,6.3,2007,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2.0,2007-06-17,91.0,71.0,81.0,,65.0,70.0,0.0,16.0,-,-,HZ,,0.16,29.28,29.93,4.0,11.0,6.1,2007,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1.0,2007-06-18,89.0,69.0,79.0,9.0,65.0,70.0,0.0,14.0,0416,1929,TSRA RA HZ,0.0,0.28,29.12,29.84,14.0,20.0,15.1,2007,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
97,2.0,2007-06-18,89.0,73.0,81.0,,65.0,70.0,0.0,16.0,-,-,TSRA RA HZ,,0.02,29.19,29.83,12.2,20.0,12.6,2007,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
98,1.0,2007-06-19,80.0,65.0,73.0,3.0,55.0,63.0,0.0,8.0,0416,1930,RA,0.0,0.58,29.26,29.95,10.7,28.0,11.4,2007,6,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2.0,2007-06-19,81.0,65.0,73.0,,55.0,63.0,0.0,8.0,-,-,RA BR,,0.93,29.31,29.93,10.1,29.0,11.3,2007,6,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.0,2007-06-20,84.0,61.0,73.0,3.0,52.0,61.0,0.0,8.0,0416,1930, ,0.0,0.0,29.39,30.1,7.8,27.0,8.8,2007,6,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2.0,2007-06-20,85.0,62.0,74.0,,50.0,61.0,0.0,9.0,-,-, ,,0.0,29.46,30.09,5.9,28.0,7.7,2007,6,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1.0,2007-06-21,77.0,61.0,69.0,-1.0,51.0,60.0,0.0,4.0,0416,1930,RA,0.0,0.01,29.36,30.08,3.5,3.0,10.7,2007,6,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2.0,2007-06-21,80.0,66.0,73.0,,51.0,61.0,0.0,8.0,-,-,RA,,0.1,29.41,30.06,3.7,2.0,9.6,2007,6,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1.0,2007-06-22,76.0,61.0,69.0,-1.0,50.0,58.0,0.0,4.0,0417,1931,RA,0.0,0.1,29.33,30.06,7.8,6.0,8.7,2007,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2.0,2007-06-22,75.0,62.0,69.0,,49.0,58.0,0.0,4.0,-,-,RA,,0.1,29.39,30.05,6.5,7.0,8.1,2007,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1.0,2007-06-23,67.0,62.0,65.0,-5.0,58.0,61.0,0.0,0.0,0417,1931,RA BR,0.0,0.05,29.23,29.96,7.6,12.0,9.0,2007,6,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2.0,2007-06-23,68.0,61.0,65.0,,60.0,62.0,0.0,0.0,-,-,RA BR,,0.34,29.28,29.95,7.3,11.0,8.1,2007,6,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1.0,2007-06-24,77.0,63.0,70.0,-1.0,62.0,65.0,0.0,5.0,0417,1931,BR HZ,0.0,0.0,29.26,29.97,7.0,9.0,8.0,2007,6,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2.0,2007-06-24,75.0,65.0,70.0,,62.0,65.0,0.0,5.0,-,-,BR HZ,,0.0,29.33,29.96,5.6,10.0,6.0,2007,6,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1.0,2007-06-25,89.0,65.0,77.0,6.0,66.0,70.0,0.0,12.0,0417,1931,BR HZ,0.0,0.0,29.38,30.07,3.9,14.0,6.8,2007,6,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2.0,2007-06-25,86.0,67.0,77.0,,67.0,70.0,0.0,12.0,-,-,BR HZ,,0.0,29.44,30.06,4.0,12.0,5.9,2007,6,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1.0,2007-06-26,92.0,70.0,81.0,10.0,69.0,72.0,0.0,16.0,0418,1931,TSRA BR HZ VCTS,0.0,0.16,29.39,30.11,6.1,22.0,7.1,2007,6,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
113,2.0,2007-06-26,91.0,73.0,82.0,,69.0,72.0,0.0,17.0,-,-,BR HZ,,0.1,29.45,30.09,7.3,21.0,8.1,2007,6,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1.0,2007-06-27,91.0,71.0,81.0,10.0,70.0,72.0,0.0,16.0,0418,1931,TSRA,0.0,0.15,29.29,30.02,7.5,24.0,8.8,2007,6,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,2.0,2007-06-27,89.0,71.0,80.0,,69.0,72.0,0.0,15.0,-,-,TSRA RA BR,,0.35,29.36,30.0,7.9,24.0,8.5,2007,6,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
116,1.0,2007-06-28,74.0,58.0,66.0,-5.0,55.0,60.0,0.0,1.0,0419,1931, ,0.0,0.0,29.41,30.09,11.9,3.0,12.5,2007,6,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2.0,2007-06-28,73.0,61.0,67.0,,56.0,61.0,0.0,2.0,-,-, ,,,29.43,30.07,12.2,2.0,13.3,2007,6,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1.0,2007-06-29,70.0,56.0,63.0,-8.0,55.0,59.0,2.0,0.0,0419,1931, ,0.0,0.0,29.41,30.13,7.6,2.0,8.3,2007,6,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2.0,2007-06-29,71.0,56.0,64.0,,56.0,60.0,1.0,0.0,-,-, ,,,29.47,30.11,7.4,2.0,8.2,2007,6,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1.0,2007-06-30,79.0,54.0,67.0,-5.0,46.0,56.0,0.0,2.0,0419,1931, ,0.0,0.0,29.41,30.13,4.9,3.0,5.8,2007,6,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2.0,2007-06-30,77.0,58.0,68.0,,49.0,58.0,0.0,3.0,-,-, ,,0.0,29.46,30.11,5.1,4.0,6.2,2007,6,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1.0,2007-07-01,75.0,54.0,65.0,-7.0,52.0,58.0,0.0,0.0,0420,1931, ,0.0,0.0,29.51,30.23,8.6,4.0,8.6,2007,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2.0,2007-07-01,76.0,61.0,69.0,,51.0,59.0,0.0,4.0,-,-, ,,0.0,29.56,30.21,9.5,4.0,9.7,2007,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1.0,2007-07-02,79.0,53.0,66.0,-6.0,50.0,58.0,0.0,1.0,0420,1931, ,0.0,0.0,29.49,30.22,5.9,14.0,8.1,2007,7,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2.0,2007-07-02,77.0,58.0,68.0,,50.0,59.0,0.0,3.0,-,-, ,,0.0,29.55,30.21,7.4,12.0,8.5,2007,7,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1.0,2007-07-03,83.0,60.0,72.0,0.0,57.0,63.0,0.0,7.0,0421,1931,TSRA RA BR,0.0,0.4,29.31,30.06,6.7,21.0,7.3,2007,7,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
127,2.0,2007-07-03,83.0,63.0,73.0,,56.0,63.0,0.0,8.0,-,-,TSRA RA,,0.09,29.38,30.05,6.4,21.0,7.4,2007,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
128,1.0,2007-07-04,86.0,67.0,77.0,5.0,65.0,69.0,0.0,12.0,0422,1930,TSRA BR HZ FU,0.0,0.16,29.18,29.9,4.6,27.0,8.2,2007,7,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,2.0,2007-07-04,84.0,67.0,76.0,,65.0,69.0,0.0,11.0,-,-,TSRA RA HZ FU,,0.66,29.23,29.88,3.1,25.0,8.8,2007,7,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
130,1.0,2007-07-05,89.0,71.0,80.0,8.0,60.0,67.0,0.0,15.0,0422,1930,BR HZ FU,0.0,0.0,29.24,29.94,6.4,31.0,8.1,2007,7,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2.0,2007-07-05,88.0,70.0,79.0,,60.0,67.0,0.0,14.0,-,-,BR,,0.0,29.29,29.92,4.3,33.0,6.9,2007,7,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1.0,2007-07-06,86.0,66.0,76.0,4.0,57.0,64.0,0.0,11.0,0423,1930, ,0.0,0.0,29.32,30.03,3.2,5.0,5.5,2007,7,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2.0,2007-07-06,84.0,68.0,76.0,,57.0,65.0,0.0,11.0,-,-, ,,0.0,29.38,30.01,3.3,7.0,5.5,2007,7,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,1.0,2007-07-07,90.0,64.0,77.0,5.0,63.0,69.0,0.0,12.0,0423,1930, ,0.0,0.0,29.18,29.91,8.4,22.0,8.6,2007,7,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2.0,2007-07-07,88.0,68.0,78.0,,62.0,68.0,0.0,13.0,-,-, ,,0.0,29.24,29.9,7.4,23.0,8.1,2007,7,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,1.0,2007-07-08,94.0,75.0,85.0,12.0,67.0,72.0,0.0,20.0,0424,1929, ,0.0,0.0,29.05,29.77,12.9,24.0,13.1,2007,7,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2.0,2007-07-08,93.0,75.0,84.0,,67.0,72.0,0.0,19.0,-,-, ,,0.0,29.12,29.76,12.6,23.0,12.7,2007,7,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,1.0,2007-07-09,94.0,70.0,82.0,9.0,66.0,70.0,0.0,17.0,0425,1929,TSRA RA VCTS,0.0,0.3,29.11,29.8,4.9,24.0,8.8,2007,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
139,2.0,2007-07-09,93.0,72.0,83.0,,67.0,71.0,0.0,18.0,-,-,RA,,0.24,29.16,29.79,4.8,23.0,8.8,2007,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,1.0,2007-07-10,89.0,69.0,79.0,6.0,67.0,70.0,0.0,14.0,0425,1929,HZ VCTS,0.0,0.43,29.06,29.77,8.6,23.0,10.5,2007,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,2.0,2007-07-10,89.0,70.0,80.0,,67.0,71.0,0.0,15.0,-,-,TSRA HZ,,0.08,29.13,29.76,8.2,23.0,10.2,2007,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,1.0,2007-07-11,77.0,62.0,70.0,-3.0,51.0,59.0,0.0,5.0,0426,1928, ,0.0,0.0,29.23,29.93,8.8,30.0,10.9,2007,7,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,2.0,2007-07-11,77.0,63.0,70.0,,51.0,59.0,0.0,5.0,-,-, ,,0.0,29.28,29.92,9.1,30.0,11.2,2007,7,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,1.0,2007-07-12,80.0,61.0,71.0,-2.0,51.0,59.0,0.0,6.0,0427,1928, ,0.0,0.0,29.22,29.93,9.4,29.0,11.1,2007,7,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2.0,2007-07-12,80.0,60.0,70.0,,51.0,60.0,0.0,5.0,-,-,VCTS,,0.0,29.28,29.92,10.0,28.0,11.4,2007,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,1.0,2007-07-13,78.0,58.0,68.0,-5.0,52.0,58.0,0.0,3.0,0428,1927, ,0.0,0.0,29.26,29.98,1.4,1.0,5.3,2007,7,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2.0,2007-07-13,74.0,59.0,67.0,,53.0,59.0,0.0,2.0,-,-, ,,0.0,29.33,29.98,2.0,7.0,5.8,2007,7,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1.0,2007-07-14,84.0,61.0,73.0,0.0,55.0,62.0,0.0,8.0,0428,1927, ,0.0,0.0,29.08,29.79,8.3,26.0,13.2,2007,7,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2.0,2007-07-14,85.0,62.0,74.0,,55.0,62.0,0.0,9.0,-,-, ,,0.0,29.14,29.79,8.4,25.0,13.9,2007,7,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,1.0,2007-07-15,82.0,60.0,71.0,-3.0,53.0,61.0,0.0,6.0,0429,1926, ,0.0,0.0,29.19,29.89,2.1,29.0,4.9,2007,7,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2.0,2007-07-15,80.0,64.0,72.0,,52.0,61.0,0.0,7.0,-,-, ,,0.0,29.25,29.88,1.2,9.0,6.5,2007,7,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,1.0,2007-07-16,82.0,65.0,74.0,0.0,60.0,65.0,0.0,9.0,0430,1925,RA BR,0.0,0.39,29.25,29.96,4.4,24.0,5.2,2007,7,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2.0,2007-07-16,82.0,66.0,74.0,,60.0,65.0,0.0,9.0,-,-,TSRA RA,,0.07,29.31,29.94,5.6,23.0,6.6,2007,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
154,1.0,2007-07-17,83.0,68.0,76.0,2.0,66.0,69.0,0.0,11.0,0431,1925,RA BR VCTS,0.0,0.11,29.18,29.9,5.2,23.0,6.5,2007,7,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
155,2.0,2007-07-17,83.0,69.0,76.0,,65.0,69.0,0.0,11.0,-,-,RA BR,,0.11,29.24,29.89,6.3,23.0,7.4,2007,7,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1.0,2007-07-18,85.0,69.0,77.0,3.0,68.0,71.0,0.0,12.0,0432,1924,TSRA RA BR VCTS,0.0,1.55,29.11,29.84,9.1,24.0,10.1,2007,7,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
157,2.0,2007-07-18,85.0,69.0,77.0,,69.0,71.0,0.0,12.0,-,-,TS TSRA RA BR HZ VCTS,,0.92,29.18,29.83,10.3,24.0,10.6,2007,7,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
158,1.0,2007-07-19,83.0,63.0,73.0,-1.0,63.0,66.0,0.0,8.0,0433,1923,DZ BR,0.0,0.16,29.21,29.9,7.0,1.0,11.9,2007,7,19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,2.0,2007-07-19,82.0,63.0,73.0,,62.0,66.0,0.0,8.0,-,-,BR HZ,,0.01,29.26,29.88,7.7,36.0,14.4,2007,7,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,1.0,2007-07-20,75.0,58.0,67.0,-7.0,53.0,59.0,0.0,2.0,0433,1923, ,0.0,0.0,29.44,30.14,8.6,3.0,9.1,2007,7,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2.0,2007-07-20,74.0,62.0,68.0,,52.0,59.0,0.0,3.0,-,-, ,,0.0,29.49,30.12,11.3,4.0,11.5,2007,7,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,1.0,2007-07-21,74.0,58.0,66.0,-8.0,52.0,58.0,0.0,1.0,0434,1922, ,0.0,0.0,29.51,30.22,6.5,3.0,7.4,2007,7,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2.0,2007-07-21,75.0,58.0,67.0,,52.0,59.0,0.0,2.0,-,-, ,,0.0,29.57,30.21,5.8,4.0,7.4,2007,7,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1.0,2007-07-22,81.0,58.0,70.0,-4.0,55.0,61.0,0.0,5.0,0435,1921, ,0.0,0.0,29.49,30.21,1.7,16.0,3.3,2007,7,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2.0,2007-07-22,81.0,61.0,71.0,,54.0,61.0,0.0,6.0,-,-, ,,0.0,29.54,30.2,1.9,18.0,3.5,2007,7,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,1.0,2007-07-23,83.0,60.0,72.0,-2.0,55.0,63.0,0.0,7.0,0436,1920, ,0.0,0.0,29.37,30.1,3.2,9.0,4.0,2007,7,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2.0,2007-07-23,82.0,63.0,73.0,,55.0,63.0,0.0,8.0,-,-, ,,0.0,29.42,30.09,2.9,12.0,3.9,2007,7,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1.0,2007-07-24,82.0,65.0,74.0,0.0,58.0,64.0,0.0,9.0,0437,1919, ,0.0,0.0,29.32,30.04,3.1,20.0,5.2,2007,7,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2.0,2007-07-24,82.0,65.0,74.0,,57.0,64.0,0.0,9.0,-,-, ,,0.1,29.38,30.03,1.1,21.0,4.9,2007,7,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,1.0,2007-07-25,85.0,71.0,78.0,4.0,61.0,67.0,0.0,13.0,0438,1918, ,0.0,0.1,29.29,30.0,5.8,25.0,6.6,2007,7,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2.0,2007-07-25,83.0,70.0,77.0,,60.0,66.0,0.0,12.0,-,-, ,,0.0,29.35,29.99,6.4,23.0,7.0,2007,7,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,1.0,2007-07-26,83.0,66.0,75.0,1.0,65.0,68.0,0.0,10.0,0439,1918,TS TSRA RA BR HZ,0.0,0.19,29.19,29.92,7.2,22.0,9.4,2007,7,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
173,2.0,2007-07-26,84.0,64.0,74.0,,65.0,68.0,0.0,9.0,-,-,TS TSRA BR HZ,,0.89,29.25,29.91,7.2,22.0,9.9,2007,7,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
174,1.0,2007-07-27,83.0,70.0,77.0,3.0,68.0,70.0,0.0,12.0,0440,1917,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3.0,7.9,2007,7,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2.0,2007-07-27,83.0,70.0,77.0,,67.0,70.0,0.0,12.0,-,-,RA BR HZ,,0.04,29.16,29.8,1.2,36.0,8.1,2007,7,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
176,1.0,2007-07-28,80.0,66.0,73.0,-1.0,65.0,68.0,0.0,8.0,0441,1916,BR HZ,0.0,0.0,29.23,29.93,10.0,3.0,10.2,2007,7,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2.0,2007-07-28,80.0,70.0,75.0,,65.0,68.0,0.0,10.0,-,-,BR HZ,,0.0,29.28,29.91,10.6,3.0,10.7,2007,7,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,1.0,2007-07-29,85.0,63.0,74.0,0.0,57.0,64.0,0.0,9.0,0442,1915, ,0.0,0.0,29.28,29.99,4.8,5.0,5.7,2007,7,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
